district,apartment_type,property_type,floor_area,price,price_m2,build_year,floor,elevator,condition,plot,energy_class,date_scrape,municipaliy
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a
Haaga,2h+k,kt,"56,00",292000,5214,1956,3/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=22&search=1&sf=0&so=a
Tapanila,"2h, k, s",kt,"57,00",190000,3333,1988,2/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=22&search=1&sf=0&so=a
Kallahti,2h+k+s,kt,"58,50",190000,3248,1993,2/5,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=22&search=1&sf=0&so=a
Punavuori,2H+KT,kt,"42,00",341000,8119,1928,5/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=22&search=1&sf=0&so=a
Toukola,"2h, k, lasit. p...",kt,"42,50",220000,5176,1969,2/4,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=22&search=1&sf=0&so=a
"
								",,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Pukinmäki,2h+kk+lasitettu...,kt,"46,50",160000,3441,1989,3/6,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Kivikko,"2h, kk, kph, s, p",kt,"51,50",170000,3301,2001,2/5,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Kallio,"2h,kk,kh",kt,"53,00",325000,6132,1928,7/8,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Kannelmäki,"2h, k, kph, las...",kt,"55,00",164000,2982,1974,2/5,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Lassila,"2h, k/rt, las.p...",kt,"56,50",239000,4230,1982,2/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Lauttasaari,"2h, k",kt,"58,00",389000,6707,1955,4/4,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Mäkkylä,"2h, avok, kph, ...",kt,"49,50",170000,3434,1992,2/3,on,tyyd.,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Pohjois-haaga,2h+k+kph+vh+parv,kt,"60,00",180000,3000,1978,5/5,on,tyyd.,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Tapaninvainio,2h+k+var,kt,"43,00",224000,5209,2015,1/2,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Roihuvuori,2h+kk+s,kt,"44,00",180000,4091,1994,1/4,on,tyyd.,vuokra							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Munkkiniemi,2h++kt+kph+lasi...,kt,"52,00",283000,5442,1992,4/5,on,tyyd.,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Vuosaari,2h+k+kph+vh+par...,kt,"53,00",151000,2849,1965,1/3,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Etu-töölö,"2h, k, kph, s, ...",kt,"56,00",495000,8839,2009,4/8,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Koskela,2h+kt+kph+vh+p,kt,"57,50",208000,3617,1972,3/6,on,hyvä,vuokra							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Tapaninvainio,"2h, k, s/ph, vh",kt,"58,50",191000,3265,1984,1/2,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Vanhakaupunki,"2h, kk, kph, pa...",kt,"36,00",249000,6917,1948,3/4,ei,tyyd.,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Jätkäsaari,"2h, kt, lasitt....",kt,"45,00",400000,8889,2020,10/12,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Hietalahti,2h+k,kt,"52,50",446000,8495,1981,6/7,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Hermanni,2h+k+s,kt,"53,50",357000,6673,2005,2/5,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Tapaninvainio,"2h, k",kt,"55,00",149500,2718,1979,2/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Koskela,2h+k+parveke (y...,kt,"55,00",169900,3089,1973,1/5,on,tyyd.,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Pohjois-haaga,2h+k+sauna+parv.,kt,"64,00",242000,3781,1981,2/4,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Kontula,2h+kk+kh+parv.,kt,"34,00",119000,3500,1966,7/9,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Puotila,"2h, k, kph, vt,...",kt,"47,50",180000,3789,1961,3/3,ei,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Viikki,2h+k+s,kt,"51,00",249000,4882,2004,2/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Pohjois-haaga,"2h, k, kph, vh,...",kt,"57,40",189000,3293,1973,5/6,on,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Aurinkolahti,"2h, avok, kph, ...",kt,"66,50",275000,4135,2013,4/6,on,hyvä, 							,A,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Vuosaari,2H+KK+S,kt,"45,00",194000,4311,1999,5/5,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Malmi,2h+kk+s+parveke ,rt,"47,50",163000,3432,1988,2/2,ei,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Kulosaari,"2h,k, lasitettu...",kt,"62,00",305100,4921,1995,1/3,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Tapaninvainio,2-3h+k+vh+s+eri...,rt,"70,00",227000,3243,1977,1/1,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Viikinmäki,"2 h, avokeitti&...",kt,"33,00",201900,6118,2021,3/5,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Myllypuro,"2h, k, lasitett...",kt,"54,50",171600,3149,1964,2/3,ei,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Mellunmäki,"2h, k, wc/kph, ...",kt,"55,00",130000,2364,1975,3/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Kallio,2h + k,kt,"59,00",338170,5732,1953,2/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Oulunkylä,"2h,k,s (yj. 2h+...",kt,"60,00",229000,3817,1981,1/2,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Meilahti,2h+k+kh,kt,"63,00",425000,6746,1941,3/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Siltamäki,"2h, k, vh, kh, ...",kt,"63,50",110000,1732,1970,3/3,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Punavuori,"2h, avok, vh, k...",kt,"50,50",420000,8317,1936,2/4,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Jätkäsaari,2h+avok+kph+s j...,kt,"65,00",530000,8154,2015,4/7,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
"Ylä-malmi, tapanila, malmi",2h+k+sauna,kt,"56,50",203000,3593,1985,2/2,ei,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Jätkäsaari,2h+kt+s+2x las....,kt,"65,00",555000,8538,2015,5/7,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Jätkäsaari,"2h, avok, las. p",kt,"44,00",379000,8614,2017,5/8,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Vuosaari,2H+K,kt,"46,00",170000,3696,1965,2/4,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Kallio,2h+kk,kt,"46,00",270000,5870,1937,3/7,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Aurinkolahti,"2h, kk, s, lasi...",kt,"47,50",236000,4968,2000,7/8,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Punavuori,"2h, avok, parvi...",kt,"78,50",735000,9363,1898,1/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Honkasuo,"2h, k, kph + p",kt,"45,50",193000,4242,2017,3/3,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Oulunkylä,2h+kk+kph+vh,kt,"49,00",135000,2755,1975,2/3,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Sörnäinen,2h+halli+kk,kt,"51,00",298000,5843,1938,5/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Oulunkylä,2h+kk,kt,"39,00",205000,5256,1956,2/4,ei, ,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
Kannelmäki,"2h, kk, parveke",kt,"49,20",186000,3780,1959,3/8,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=23&search=1&sf=0&so=a
"
								",,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Tuomarila,"2h, k, s, ph",rt,"59,50",229000,3849,1990,1/1,ei,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Viikinmäki,"2 h, avokeitti&...",kt,"52,00",282392,5431,2021,4/4,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Malminkartano,"2h, k, s",kt,"58,50",182806,3125,1986,3/4,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Kontula,2h+k+lasitettup...,kt,"42,00",144000,3429,1971,2/9,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Kamppi,"2h, avok, vh, k...",kt,"44,00",435600,9900,1979,7/7,on,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Alppila,"2h, kk",kt,"47,00",275000,5851,1959,3/4,ei,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Vuosaari,2 h + k + s + p,kt,"54,50",165000,3028,1980,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Etelä-haaga,"2h,kk,kph,vh,la...",kt,"44,00",254000,5773,1960,2/4,on,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Itä-pasila,2h+k,kt,"61,00",235000,3852,1976,9/13,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Vallila,2h+k+kph+et (yh...,kt,"40,50",270000,6667,1938,3/5,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Vallila,2h+kk,kt,"43,00",265000,6163,1946,4/4,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Käpylä,"2h, k, kph, et",kt,"44,00",242000,5500,1942,1/4,ei,tyyd.,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Savela,"2h, keittokomer...",kt,"45,00",175000,3889,1990,1/3,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Jätkäsaari,"2h, k, s, kph, p",kt,"48,50",390000,8041,2020,5/12,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Tapanila,"2h,k, vh, parveke",kt,"49,00",127000,2592,1971,1/3,ei,huono,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Vuosaari,"2h, k",kt,"49,00",169000,3449,1973,3/5,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Vuosaari,2h+k+kph+lasite...,kt,"51,00",160000,3137,1964,4/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Myllypuro,"2h,k,kh, lasite...",kt,"54,50",185000,3394,1965,5/5,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Taka-töölö,"2h, k, halli",kt,"58,00",320000,5517,1939,1/6,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Siltamäki,"2h, k, kph, s, ...",rt,"60,00",163272,2721,1991,2/2,ei,hyvä,vuokra							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Konala,"2h, kk, kph, la...",kt,"42,00",153000,3643,1970,2/4,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Merihaka,2 h+kk,kt,"42,00",240000,5714,1975,2/14,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Kamppi,2h+avok+kph (2h...,kt,"42,00",360000,8571,1939,5/5,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Konala,"2h, k, vh, kph,...",kt,"44,00",175000,3977,1962,2/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Kontula,2h+kk,kt,"47,00",98000,2085,1967,1/8,on,tyyd.,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Laakso,"2h, k, lasitett...",kt,"50,50",400000,7921,1962,1/3,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Punavuori,2h+k+kph+vh,kt,"50,50",405000,8020,1971,6/7,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Veräjälaakso,2h+kk+s+las.p,kt,"51,00",215000,4216,1998,5/5,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Laajasalo,"2h,k,kph,las.pa...",kt,"52,00",145000,2788,1975,3/3,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Tapaninvainio malmi,2h+k+s+piha,kt,"53,50",193000,3607,1987,1/2,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Vallila,2 h + k,kt,"54,00",378000,7000,1916,2/2,ei,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Kallio,2h + k,kt,"54,50",339000,6220,1937,2/7,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Konala,2 h+k,rt,"55,00",185000,3364,1979,1/1,ei,tyyd.,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Kontula,"2h,k,kph,parvek...",kt,"57,00",98000,1719,1965,5/7,on,huono,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Punavuori,"2-3 h, k, kh, s...",kt,"64,00",440000,6875,1963,5/5,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Lassila,"3h, k, kph, s, ...",kt,"75,50",240000,3179,1982,4/6,ei,tyyd.,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Hakaniemi,"2h, avok, kph, ...",kt,"44,50",338000,7596,1938,3/7,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Viikinmäki,2H+KK,kt,"47,50",242000,5095,2014,4/4,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Roihuvuori,"2h,k",kt,"53,00",182000,3434,1963,1/3,ei,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Lassila,2h+k+s,kt,"55,50",250000,4505,1984,1/5,on, ,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Tapaninkylä/malmi,2h+avok+s+vh+la...,kt,"56,00",207000,3696,1987,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Töölö,2h+k+kph+erilli...,kt,"56,00",350000,6250,1938,6/7,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Vallila,"2h, keittiö...",kt,"60,00",329000,5483,1965,2/3,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Lauttasaari ,2h+k+kph,kt,"48,00",323000,6729,1955,3/4,ei,huono,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Kontula,"2h, kk, kph, la...",kt,"53,00",136000,2566,1969,9/9,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Alppila,2h+k+kph+ranska...,kt,"41,00",279000,6805,1960,2/4,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Kallio,2h+k+kph,kt,"42,00",290000,6905,1963,6/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Niemenmäki,"2h, kk, kph, parv.",kt,"44,00",216000,4909,1963,4/8,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Kallio,"2h, avok.",kt,"47,00",337500,7181,1927,7/8,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Malmi,"2h, k, kph, s, p",kt,"48,50",179000,3691,1985,2/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Konepaja,"2h, avok, kph, ...",kt,"51,50",389000,7553,2018,5/11,on,hyvä, 							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
Kamppi,"2h, k, kph",kt,"79,00",610000,7722,1906,3/6,on,huono,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=24&search=1&sf=0&so=a
"
								",,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Niemenmäki,"2h, k, kph, 2 x...",kt,"44,00",174000,3955,1962,8/10,on,huono,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Vesala,2h+kk+kph+lasit...,kt,"44,50",140000,3146,1990, ,on,tyyd.,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Viikki,2h+kt,kt,"50,00",258000,5160,2017,2/5,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Malmi,"2h, k, sauna (y...",kt,"51,00",159000,3118,1986,1/3,ei,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
