district,apartment_type,property_type,floor_area,price,price_m2,build_year,floor,elevator,condition,plot,energy_class,date_scrape,municipaliy
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a
Pohjois-haaga,"3h, k, kph, vh,...",kt,"68,90",227000,3295,1973,3/6,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Länsi-pakila,3h+k +kph+k...,rt,"72,00",377420,5242,1993,1/2,ei,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Lauttasaari,"3h, k, p",kt,"72,00",512000,7111,1960,3/4,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Kamppi,3h+k+s+parv.,kt,"72,50",595000,8207,1989,5/9,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Helsinki,"2-3h, avok, 2*k...",kt,"78,00",688000,8821,2014,1/1,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Pihlajamäki,"3h, k, kph, vh,...",kt,"80,00",183000,2288,1964,3/8,on,tyyd.,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Katajanokka,3h+k+kph+parveke,kt,"75,00",370000,4933,1981,3/6,on,tyyd.,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Herttoniemenranta,"3h, k, rt, kph,...",kt,"85,00",422500,4971,2008,2/6,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Länsi-pakila,"3 h, avok.,kph/...",rt,"63,00",365000,5794,2019,-1/1,ei,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Hakaniemi,"3h, avok, sauna...",kt,"67,50",636500,9430,2019,4/5,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Konala,"3h, k",rt,"73,00",229000,3137,1971,1/1,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Malmi,"2-3 h, avok/rt,...",kt,"64,50",176000,2729,1983,3/4,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Lauttasaari,"3h, k, kph,  la...",kt,"66,00",405000,6136,1974,7/7,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Lassila,"3h, k, s, p",kt,"72,50",259000,3572,1983,1/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Länsi-pasila,3-4 h+k ( YJ 3h...,kt,"74,50",332000,4456,1983,3/4,on,tyyd.,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
Etelä-haaga,"3h, k, s, parveke",kt,"80,00",321000,4013,1960,2/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=60&search=1&sf=0&so=a
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Malminkartano,"3h, avok, kph, ...",kt,"60,50",283000,4678,2015,3/4,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Kivikko,3h+k+s,rt,"80,00",245000,3063,2000,1/1,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Kamppi,3h+k+s,kt,"81,50",560000,6871,1988,7/8,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Etelä-haaga,"3h, avokeitti...",kt,"63,00",338300,5370,1959,3/3,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Munkkivuori,3h+k+kh,kt,"65,00",165000,2538,1958,2/7,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Kivihaka,"3h, k, lasitett...",kt,"72,00",285000,3958,1978,3/3,ei,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Aurinkolahti,"3h, k, kph, las...",kt,"74,00",292000,3946,2013,3/3,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Suutarila,"3h, k, rt, wc, ...",rt,"77,00",220000,2857,1983,1/2,ei,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Siltamäki,"3h, k, s",rt,"80,00",218000,2725,1987,-1/2,ei,tyyd.,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Vuosaari,3H+K,kt,"81,00",185000,2284,1969,1/8,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Kruununhaka,"3h,k",kt,"98,50",602010,6112,1929,4/8,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Länsi-pakila,3h+k+rt+ask+tak...,rt,"130,00",330000,2538,1975,1/2,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Metsälä,"3h, k, s, lasit...",kt,"61,50",398000,6472,2020,2/2,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Tapaninvainio,"3h, k, kph, vh,...",kt,"70,00",233000,3329,1981,2/4,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Länsi-pasila,"3h, k, s, kph, ...",kt,"74,50",325000,4362,1986,2/5,on,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Vuosaari,"3h, k, s, parve...",kt,"75,50",218000,2887,1994,3/5,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Laajasalo,"3h, k, kph/s, e...",rt,"83,00",300000,3614,1983,-1/2,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Munkkiniemi,"3h, k, kph, eri...",kt,"83,00",525000,6325,1935,1/3,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Pitäjänmäki,"3h, kt ",kt,"58,00",302000,5207,2011,1/3,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Pohjois-haaga,"3h, k, kph, p",kt,"62,70",261500,4171,1955,2/4,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Mellunkylä,"2-3h, avok, kh,...",rt,"67,00",259500,3873,2020,1/2,on,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Konala,"3h, k, kph/wc, ...",kt,"68,00",235500,3463,1959,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Etelä-haaga,"3 h, k, kph, vh, p",kt,"70,50",346000,4908,1980,4/4,ei,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Pohjois-haaga,3h+k+kph+wc+vh+...,kt,"74,00",283000,3824,1972,3/6,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Pihlajisto,3h+k+kph+wc+parv,kt,"78,00",192285,2465,1971,1/7,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Aurinkolahti,"3h, avok., kph,...",kt,"78,50",452088,5759,2016,5/5,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Punavuori,3h+k+vh+parveke...,kt,"79,00",542000,6861,1961,4/7,on,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Vuosaari,3h+k+s-kph+eril...,kt,"79,50",218000,2742,1993,2/5,on,tyyd.,vuokra							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Malmi,"3H, KT, S",rt,"80,00",327600,4095,2020,1/2,ei,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Etu-töölö,3-4h+k+kph+s+er...,kt,"117,00",810000,6923,1926,3/6,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Kallio,"3h, avok, sauna...",kt,"63,50",561000,8835,2019,2/4,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Viikki,"3h,k,kph,s,p",kt,"66,00",307000,4652,2015,2/4,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Kulosaari,3h+avok+kph+vh+...,kt,"66,50",427000,6421,1960,1/4,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Etelä-haaga,3h+k,kt,"67,00",360000,5373,1962,3/4,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Roihuvuori,"3h, k, kph, vh,...",kt,"68,00",278800,4100,1965,1/8,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Puistola,"3 h, k, kh/s, 2...",rt,"75,00",247000,3293,1985,1/2,ei,hyvä,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Kulosaari,3h+k+kph+p,kt,"75,00",395000,5267,1961,3/4,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Pukinmäki,"3 h, k, kph, s,...",rt,"80,50",200000,2484,1980,1/2,ei,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Herttoniemi,"3h, k, s, lasit...",kt,"81,00",405000,5000,2012,4/5,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Jätkäsaari,"3h, kt, s",kt,"83,00",448200,5400,2021,5/5,on,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Kamppi,"3h, k, s, parv.",kt,"56,00",446000,7964,1914,6/6,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Laajasalo,"3h, k",kt,"64,00",236000,3688,1966,1/5,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Länsi-pasila,"3 h, k, s, vh, ...",kt,"68,00",456000,6706,2012,5/5,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Puotila,"3h, k, kph, wc ...",kt,"70,00",210000,3000,1963,3/4,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Katajanokka,3h+avok.+kph+s+...,kt,"70,00",422500,6036,1983,1/5,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Taka-töölö,"3h, avok, kph, ...",kt,"70,50",545000,7730,1924,3/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Munkkiniemi,"3h, k, kph, s, ...",kt,"82,00",485000,5915,1988,2/5,on,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Tapanila,3h+avok.+kph+sa...,rt,"65,00",225000,3462,1984,1/2,ei, ,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Vesala,"3h, k, s, piha",rt,"67,00",189000,2821,1985,1/1,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Ruskeasuo,"3h, kph, keitti...",kt,"67,80",432000,6372,1950,2/4,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Hermanni,"3h, avok, s, kp...",kt,"72,50",490000,6759,2014,4/7,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
Meri-rastila,"3h, k, kph, las...",kt,"74,00",195000,2635,1992,5/5,on,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=61&search=1&sf=0&so=a
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Kluuvi,"2-3 h, avok, kp...",kt,"95,00",770000,8105,1907,5/5,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Munkkivuori,"3 h, k, kh, par...",kt,"57,00",317000,5561,1958,3/7,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Etelä-haaga,"3 h, avokeitti&...",kt,"63,00",338000,5365,1960,2/3,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Kontula,"3h,keittiö...",kt,"66,00",134000,2030,1967,5/8,on,tyyd.,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Helsinki,3h+k+s+parv.+ta...,kt,"68,00",612000,9000,1914,6/6,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Vuosaari,3h+k+s+las.parv,kt,"69,50",255500,3676,2006,1/2,ei,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Lauttasaari,"3h, avok, kph",kt,"56,00",342000,6107,1955,3/4,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Kontula,"3h, k, kph, p",kt,"59,50",167000,2807,1966,2/8,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Veräjämäki,"3h, k, kph, vh,...",kt,"63,50",241000,3795,1978,1/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Pihlajamäki,"3h, k, kph, eri...",kt,"84,00",150000,1786,1965,4/4,ei,huono,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Munkkiniemi,"3-4h, k, kph, w...",kt,"87,00",601000,6908,1957,4/6,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Etelä-haaga,"3h, k, kph, las...",kt,"62,00",259000,4177,1966,2/4,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Taka-töölö,"3h, k, kph, par...",kt,"75,00",470000,6267,1938,4/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Puistola,"3h, k, s, erill...",rt,"78,00",210000,2692,1987,-1/2,ei,tyyd.,vuokra							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Aurinkolahti,"3h, k, kph, s, ...",kt,"87,00",480000,5517,2000,4/5,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Sörnäinen,"3h, avok, kaksi...",kt,"112,00",605000,5402,2019,3/3,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Kannelmäki,"3h, k,p (yj: 3 ...",kt,"60,00",220000,3667,1960,2/4,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Suurmetsä,3h+k,kt,"80,00",130500,1631,1973,3/3,ei,tyyd.,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Oulunkylä,3 h+k,kt,"64,00",270000,4219,1957,1/4,ei,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Meilahti,3h+osittain avo...,kt,"66,00",436500,6614,1942,1/3,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Niemenmäki,"3h,k,kph, vh, l...",kt,"66,60",323000,4850,1962,2/8,on,hyvä,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Tapaninvainio,3h+k+s,rt,"72,00",280000,3889,1987,1/1,ei,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Länsi-pakila,"3h, k, kph, s, ...",rt,"77,00",243000,3156,1980,1/1,ei,huono,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Katajanokka,3h+k+vh+kph/sau...,kt,"89,00",760000,8539,1913,5/5,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Kallio,"3h, kk, kph",kt,"47,00",323000,6872,1960,2/7,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Kannelmäki,"3h, ak, s, lasi...",kt,"61,00",299000,4902,2013,2/4,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Pukinmäki,"3h, k, kph/wc, ...",kt,"62,00",242000,3903,2020,4/4,ei,hyvä, 							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Taka-töölö,3h+k+halli/ruok...,kt,"70,00",530000,7571,1936,5/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Hermanni,"3h, avokeitti...",kt,"72,50",505000,6966,2014,5/7,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Malmi,"3h, alkovi/mh, ...",kt,"76,50",207000,2706,1979,2/3,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Lassila,3h+k,kt,"69,50",220150,3168,1980,5/6,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Vuosaari,"3h, k, kph, las...",kt,"70,00",203000,2900,1967,1/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Kulosaari,"3h,avok,rt,kph,...",kt,"70,00",431703,6167,1961,3/3,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Lauttasaarisaari,3h+k+kph+vh,kt,"71,50",431338,6033,1956,2/4,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Kurkimäki,3h+k+kph+kattot...,kt,"74,50",188000,2523,1985,3/3,ei,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Paloheinä,3h+k+s,rt,"80,00",309000,3863,1984,1/2,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
Etu-töölö,3h+k+kph+wc (yh...,kt,"95,00",655000,6895,1924,6/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
,"3h, k, s, wc",ok,"95,00",350000,3684,1962,-1/1,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
,"3h, k, wc, kph,...",ok,"141,00",410000,2908,1974,-1/1,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
,3h + rt + k + 2...,ok,"100,00",410000,4100,1953, ,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
,"Oh, 2mh, k, rt,...",ok,"66,00",265000,4015,1965,-1/2,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
,"3h, k, sauna, t...",ok,"120,00",360000,3000,1986,-1/1,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
,2h+h+k,ok,"48,00",200000,4167,1952, ,ei,huono,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
,"3 h, k, 2kph, s...",ok,"113,00",365000,3230,1951,-1/3,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=62&search=1&sf=0&so=a
