balcony,build_year,building_material,condition,floor_area,floor_info,floors,heating_type,house_info,lift,location,lot_owned,lot_size,maintenance,price,property_type,sauna,municipality,kitchen_type,balcony_type,floors_info,floor_num,park_space_type,address,postcode,Unit maintenance cost
,2021.0,concrete,good,47.5,6/8,8,,2h + kt,True,"peijinkuja 1 a 45,, ,02260",True,,"1 095,60 € / kk",294300.0,apartment,,ESPOO,kitchenette,,,6,,peijinkuja 1 a 45,02260,1095.0
,2021.0,concrete,good,47.5,6/8,8,,2h + kt,True,"peijinkuja 1 a 44,, ,02260",True,,"1 095,60 € / kk",294300.0,apartment,,ESPOO,kitchenette,,,6,,peijinkuja 1 a 44,02260,1095.0
,2021.0,concrete,good,59.0,6/8,8,,3h + kt,True,"peijinkuja 1 a 46,, ,02260",True,,"1 341,72 € / kk",359300.0,apartment,,ESPOO,kitchenette,,,6,,peijinkuja 1 a 46,02260,1341.0
,2021.0,concrete,good,28.5,8/8,8,,1h + kt,True,"peijinkuja 1 a 57,, ,02260",True,,"815,98 € / kk",228400.0,apartment,,ESPOO,kitchenette,,,8,,peijinkuja 1 a 57,02260,815.0
Asunnossa on parveke,2015.0,concrete,good,167.0,1/2,2,Maalämpö,5h + avok + rt + s + khh,False,"kalliorinne 4,, ,02770 espoo",True,4087.0,"217,10 € / kk",642000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,kalliorinne 4,02770,217.0
,2019.0,concrete,good,85.5,1/2,2,Kaukolämpö,3-4h + kt + s,False,"kanttiinitie 8 e19,, ,02680",False,4904.0,"489,21 € / kk",352260.0,row house,Asunnossa on sauna,ESPOO,kitchenette,,2.0,1,,kanttiinitie 8 e19,02680,489.0
,2019.0,concrete,good,75.5,1/2,2,Kaukolämpö,3h + kt + s,False,"kanttiinitie 8 c12,, ,02680",False,4904.0,"444,03 € / kk",331445.0,row house,Asunnossa on sauna,ESPOO,kitchenette,,2.0,1,,kanttiinitie 8 c12,02680,444.0
Asunnossa on parveke,1990.0,concrete,mediocre,152.0,1/1,1,Sähkö,5h + k + khh + ph + s + kph + wc + takkah. + vh + autotall,False,"kalliomäentie 11 a,, ,02920",True,2979.0,,345000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,Carport,kalliomäentie 11 a,02920,
,2017.0,concrete,good,44.5,1/2,2,Kaukolämpö,2h + kt,False,"hirvimiestentie 4,, ,02810 espoo",False,,"262,55 € / kk",172000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,,,1,,hirvimiestentie 4,02810,262.0
Asunnossa on parveke,1990.0,concrete,good,152.0,2,2,Sähkö,4h + k + s + takkah + aula + khh + vh + at,False,"aspelininkuja 6 a,, ,02630",True,1053.0,"106,40 € / kk",449000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,Carport,aspelininkuja 6 a,02630,106.0
,2021.0,concrete,good,70.0,8/8,8,,3h + kt,True,"peijinkuja 1 a 60,, ,02260",True,,"1 501,60 € / kk",396800.0,apartment,,ESPOO,kitchenette,,,8,,peijinkuja 1 a 60,02260,1501.0
,2021.0,concrete,good,28.0,7/8,8,,1h + kt,True,"peijinkuja 1 a 50,, ,02260",True,,"778,12 € / kk",216700.0,apartment,,ESPOO,kitchenette,,,7,,peijinkuja 1 a 50,02260,778.0
Asunnossa on parveke,2021.0,concrete,good,35.0,5/10,10,Kaukolämpö,1h + kt + lasitettu parveke,True,"länsituuli 10 a 6,, ,02100",True,2728.0,"313,08 € / kk",299950.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,5,,länsituuli 10 a 6,02100,313.0
Asunnossa on parveke,2017.0,concrete,good,46.5,3/8,8,Kaukolämpö,2h + kt + p (yht.järj.mukaan 2h + kt),True,"matinkallio 7,, ,02230 espoo",True,8015.0,"646,35 € / kk",284500.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,matinkallio 7,02230,646.0
Asunnossa on parveke,2019.0,concrete,good,117.0,2/2,2,Maalämpö vesikiertoisella lattialämmityksellä toteutettuna,4h + k + apk + s + 2x kph + khh + varastohuone,False,"vuoriharjuntie 18 c 4,, ,02330",False,2822.0,"364,22 € / kk",449000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,Parking space,vuoriharjuntie 18 c 4,02330,364.0
Asunnossa on parveke,1965.0,concrete,mediocre,101.0,3/4,4,Kaukolämpö,5h + k + kph + eril. wc + khh + p,True,"pitkänkalliontie 13,, ,02170 espoo",True,2070.0,"929,20 € / kk",469000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,3,,pitkänkalliontie 13,02170,929.0
,1988.0,concrete,mediocre,116.0,1/3,3,Kaukolämpö,4-5h + k + 2kph + s + wc + vh,False,"puosunrinne 1,, ,02320 espoo",True,4233.0,"609,00 € / kk",311673.0,row house,Asunnossa on sauna,ESPOO,kitchen,,,1,,puosunrinne 1,02320,609.0
Asunnossa on parveke,2012.0,concrete,good,77.0,1/2,2,Kaukolämpö,3 h + k + s + wc + autotalli + terassipiha + parveke,False,"eteläviitankuja 4 c,, ,02330",True,,"306,00 € / kk",439000.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,Garage,eteläviitankuja 4 c,02330,306.0
Asunnossa on parveke,2005.0,concrete,good,43.5,1/5,5,,1 h + avokeittiö + sauna + lasitettu parveke,True,"vanha saunalahdentie 9 a 1,, ,02330",True,,"211,00 € / kk",230000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,vanha saunalahdentie 9 a 1,02330,211.0
,1990.0,concrete,good,199.0,1/1,1,Sähkö,5h + k + rt + kirj + askh. + s + at + var,False,"salonkitie 6 b,, ,02940 espoo",True,,,598000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,Garage,salonkitie 6 b,02940,
,2021.0,concrete,good,28.0,3/8,8,,1h + kt,True,"peijinkuja 1 a 14,, ,02260",True,,"718,12 € / kk",197100.0,apartment,,ESPOO,kitchenette,,,3,,peijinkuja 1 a 14,02260,718.0
,2020.0,concrete,good,115.0,1/1,1,Poistoilmalämpöpumppu/vesikiertoinen lattialämmitys,5h + k + rt + s-os + khh + kph + 2xwc + varasto + autokat,False,"pestuutie 3 h,, ,02780",True,,,483000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,,1,Garage,pestuutie 3 h,02780,
Asunnossa on parveke,1977.0,concrete,mediocre,90.5,2/5,5,Kaukolämpö,4-5h + k,True,"törmäniityntie 15,, ,02710 espoo",True,81773.0,"389,15 € / kk",215000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,2,,törmäniityntie 15,02710,389.0
Asunnossa on parveke,2020.0,concrete,good,133.0,2/2,2,"Maalämpö,Vesikiertoinen lattialämmitys",5h + k + r + kh + wc + s + vh + khh,False,"pitkäniityntie 21 b,, ,02810 espoo",True,,"199,50 € / kk",618000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,,pitkäniityntie 21 b,02810,199.0
Asunnossa on parveke,2020.0,concrete,good,62.0,3/4,4,"Kaukolämpö,Asuntokohtainen lämmöntalteenotto, kylpyhuoneissa lattialämmitys.",3h + kt + s,True,"kuvastimentie 1 b 10,, ,02210 espoo",True,11692.0,"436,27 € / kk",292000.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,kuvastimentie 1 b 10,02210,436.0
Asunnossa on parveke,2020.0,concrete,good,45.5,2/4,4,Kaukolämpö,2h + kt,True,"kuvastimentie 1 c 7,, ,02210 espoo",True,11692.0,"320,99 € / kk",215000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,2,,kuvastimentie 1 c 7,02210,320.0
Asunnossa on parveke,2013.0,concrete,good,67.0,1/6,6,"Vesikeskuslämmitys, kaukolämpö",2h + avok + kph + s + p,True,"revontulentie 11 d,, ,02100",True,11383.0,"268,00 € / kk",398500.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,revontulentie 11 d,02100,268.0
Asunnossa on parveke,2001.0,wood,good,106.5,2/2,2,Kaukolämpö,4h + k + kph + s + 2xwc + lämmin varasto + autokatospaik,False,"kartanonkuja 1b4,, ,02360",False,3176.0,"385,90 € / kk",279000.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,Garage,kartanonkuja 1b4,02360,385.0
Asunnossa on parveke,,concrete,good,61.5,6/7,7,Kaukolämpö,"3h + kt - 61,5 m2",True,"magneettikatu 5 a23,, ,02330",True,1497.0,"418,20 € / kk",339800.0,apartment,,ESPOO,kitchenette,glassed-in balcony,,6,,magneettikatu 5 a23,02330,418.0
,1973.0,concrete,mediocre,375.0,1/2,2,Kaukolämpö,4h + k + rt + kirj + th + uima-allasos + toimistotilat + var + at,False,"kuhatie 7,, ,02170 espoo",True,1550.0,"1 000,00 € / kk",1625000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,,1,Garage,kuhatie 7,02170,1000.0
Asunnossa on parveke,2019.0,concrete,good,44.0,4/6,6,Kaukolämpö/vesikiertoinen lattialämmitys,2h + kt + vh,True,"eestinlaakso 9 b37,, ,02280",True,,"585,20 € / kk",212250.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,eestinlaakso 9 b37,02280,585.0
Asunnossa on parveke,2019.0,concrete,good,44.0,3/6,6,Kaukolämpö/vesikiertoinen lattialämmitys,2h + kt + vh,True,"eestinlaakso 9 b31,, ,02280",True,,"585,20 € / kk",209250.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,eestinlaakso 9 b31,02280,585.0
,2020.0,concrete,good,106.0,1/1,1,,4h + avok + khh + s + var,False,"muuttolinnunreitti,, ,02660",False,,,386500.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,,muuttolinnunreitti,02660,
Asunnossa on parveke,1972.0,concrete,good,95.5,5/6,6,,4h + keittiö + kylpyhuone + erillinen wc + apukeittiö,True,"täysikuu 3 a 13,, ,02210",True,,"754,45 € / kk",298000.0,apartment,,ESPOO,kitchen,glassed-in balcony,,5,Parking space,täysikuu 3 a 13,02210,754.0
Asunnossa on parveke,2018.0,concrete,good,27.5,5/6,6,Kaukolämpö,1h + kt + kh + r.parv,True,"kummelivuorentie 15,, ,02330 espoo",False,,"213,01 € / kk",149500.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,kummelivuorentie 15,02330,213.0
,1979.0,concrete,good,334.0,1/2,2,"Kaukolämpö,Ilmanvaihto: painovoima + 3 huippuimuria",olohuone + 4 mh + takkahuone + keittiö + kuntosali / j,False,"rantakuja 1,, ,02170 espoo",True,1475.0,,1685000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,Carport,rantakuja 1,02170,
Asunnossa on parveke,2020.0,concrete,good,133.0,2/2,2,"Maalämpö,Vesikiertoinen lattialämmitys",5h + k + r + kh + wc + s + vh + khh,False,"pitkäniityntie 21 c,, ,02810 espoo",True,,"199,50 € / kk",628000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,,pitkäniityntie 21 c,02810,199.0
Asunnossa on parveke,2007.0,concrete,good,84.0,1/1,1,"Suora sähkölämmitys. Yläkerrassa patterit, alakerrassa lattialämmitys.",4-5h + k + s + khh + varasto ja autokatos,False,"onninkuja 1,, ,02920",True,,,375000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,Garage,onninkuja 1,02920,
Asunnossa on parveke,1984.0,concrete,mediocre,79.5,1/3,3,Kaukolämpö,3 h + k + kph + p,False,"lansankallionkuja 4,, ,02630 espoo",True,81605.0,"451,87 € / kk",228000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchen,glassed-in balcony,,1,,lansankallionkuja 4,02630,451.0
,2003.0,concrete,good,193.0,1/1,1,"Maalämpö, vesikiertoinen lattialämm.",6h + k + 2kph + 2wc + s + 2vh + varasto + kylmävarasto + autotalli,False,"soukansalmentie 14,, ,02360 espoo",True,,,795000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,3.0,1,Garage,soukansalmentie 14,02360,
,2020.0,concrete,good,56.5,1/1,1,Poistoilmalämpöpumppu vesikiertoisella lattialämmityksellä,3h + avokeittiö + kph + s + var / tekn + piha,False,"salonkitie 20 c,, ,02940",True,,,299000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,,1,,salonkitie 20 c,02940,
,2020.0,concrete,good,81.0,1/2,2,Poistoilmalämpöpumppu (vesikiertoinen lattialämmitys),4h + k + khh + kh + s + viherh.,False,"hämeenkyläntie 49 as 2,, ,02660 espoo",False,2220.0,"793,00 € / kk",363000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,,,1,,hämeenkyläntie 49 as 2,02660,793.0
,2021.0,concrete,good,70.0,6/8,8,,3h + kt,True,"peijinkuja 1 a 42,, ,02260",True,,"1 456,91 € / kk",382200.0,apartment,,ESPOO,kitchenette,,,6,,peijinkuja 1 a 42,02260,1456.0
,2021.0,concrete,good,47.5,1/8,8,,2h + kt,True,"peijinkuja 1 a 02,, ,02260",True,,"956,94 € / kk",249000.0,apartment,,ESPOO,kitchenette,,,1,,peijinkuja 1 a 02,02260,956.0
,,concrete,good,127.0,1/1,1,Vesikiertoinen lattialämmitys. Ilmavesilämpöpumppu,oh + k + rt + 4mh + s-os + kph + wc + vh + 2parveke + terassi + autoka,False,"taltrikinmäki 13 b2,, ,02780 espoo",True,,,685000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,,taltrikinmäki 13 b2,02780,
Asunnossa on parveke,2021.0,concrete,good,33.0,9/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 83,, ,02220",False,1920.0,"267,76 € / kk",231660.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,9,,niittykummuntie 4 a 83,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,32.5,9/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 82,, ,02220",False,1920.0,"267,76 € / kk",228150.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,9,,niittykummuntie 4 a 82,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,52.0,9/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",3h + kt,True,"niittykummuntie 4 a 81,, ,02220",False,1920.0,"425,00 € / kk",322400.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,9,,niittykummuntie 4 a 81,02220,425.0
Asunnossa on parveke,2021.0,concrete,good,34.5,9/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 80,, ,02220",False,1920.0,"277,88 € / kk",240810.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,9,,niittykummuntie 4 a 80,02220,277.0
Asunnossa on parveke,2021.0,concrete,good,45.0,6/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",2h + kt,True,"niittykummuntie 4 a 45,, ,02220",False,1920.0,"369,74 € / kk",261000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,6,,niittykummuntie 4 a 45,02220,369.0
Asunnossa on parveke,2021.0,concrete,good,33.5,9/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt,True,"niittykummuntie 4 a 79,, ,02220",False,1920.0,"269,71 € / kk",234500.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,9,,niittykummuntie 4 a 79,02220,269.0
Asunnossa on parveke,2021.0,concrete,good,45.0,9/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",2h + kt,True,"niittykummuntie 4 a 78,, ,02220",False,1920.0,"369,74 € / kk",292500.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,9,,niittykummuntie 4 a 78,02220,369.0
Asunnossa on parveke,2021.0,concrete,good,62.0,9/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",3h + kt,True,"niittykummuntie 4 a 76,, ,02220",False,1920.0,"506,73 € / kk",359600.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,9,,niittykummuntie 4 a 76,02220,506.0
Asunnossa on parveke,2021.0,concrete,good,33.5,6/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt,True,"niittykummuntie 4 a 46,, ,02220",False,1920.0,"269,71 € / kk",214400.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,6,,niittykummuntie 4 a 46,02220,269.0
Asunnossa on parveke,2021.0,concrete,good,66.0,8/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",4h + kt,True,"niittykummuntie 4 a 75,, ,02220",False,1920.0,"539,42 € / kk",369600.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,niittykummuntie 4 a 75,02220,539.0
Asunnossa on parveke,2021.0,concrete,good,32.5,8/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 74,, ,02220",False,1920.0,"267,76 € / kk",221650.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,niittykummuntie 4 a 74,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,33.0,8/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 73,, ,02220",False,1920.0,"267,76 € / kk",225060.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,niittykummuntie 4 a 73,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,33.0,8/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 72,, ,02220",False,1920.0,"267,76 € / kk",225060.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,niittykummuntie 4 a 72,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,34.5,6/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 47,, ,02220",False,1920.0,"277,88 € / kk",216660.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,6,,niittykummuntie 4 a 47,02220,277.0
Asunnossa on parveke,2021.0,concrete,good,32.5,8/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 71,, ,02220",False,1920.0,"267,76 € / kk",221650.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,niittykummuntie 4 a 71,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,52.0,6/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",3h + kt,True,"niittykummuntie 4 a 48,, ,02220",False,1920.0,"425,09 € / kk",291200.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,6,,niittykummuntie 4 a 48,02220,425.0
Asunnossa on parveke,2021.0,concrete,good,52.0,8/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",3h + kt,True,"niittykummuntie 4 a 70,, ,02220",False,1920.0,"425,00 € / kk",312000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,niittykummuntie 4 a 70,02220,425.0
Asunnossa on parveke,2021.0,concrete,good,34.5,8/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 69,, ,02220",False,1920.0,"277,88 € / kk",233910.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,niittykummuntie 4 a 69,02220,277.0
Asunnossa on parveke,2021.0,concrete,good,32.5,6/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 49,, ,02220",False,1920.0,"267,76 € / kk",208650.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,6,,niittykummuntie 4 a 49,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,33.5,8/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt,True,"niittykummuntie 4 a 68,, ,02220",False,1920.0,"269,71 € / kk",227800.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,niittykummuntie 4 a 68,02220,269.0
Asunnossa on parveke,2021.0,concrete,good,52.0,8/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",2h + kt + alk,True,"niittykummuntie 4 a 66,, ,02220",False,1920.0,"425,00 € / kk",312000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,niittykummuntie 4 a 66,02220,425.0
Asunnossa on parveke,2021.0,concrete,good,62.0,8/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",3h + kt,True,"niittykummuntie 4 a 65,, ,02220",False,1920.0,"506,73 € / kk",347200.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,niittykummuntie 4 a 65,02220,506.0
Asunnossa on parveke,2021.0,concrete,good,32.5,7/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 63,, ,02220",False,1920.0,"267,76 € / kk",215150.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,niittykummuntie 4 a 63,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,33.0,7/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 62,, ,02220",False,1920.0,"267,76 € / kk",218460.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,niittykummuntie 4 a 62,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,33.0,7/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 61,, ,02220",False,1920.0,"267,76 € / kk",218460.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,niittykummuntie 4 a 61,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,32.5,7/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 60,, ,02220",False,1920.0,"267,76 € / kk",215150.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,niittykummuntie 4 a 60,02220,267.0
Asunnossa on parveke,2020.0,concrete,good,85.5,10/12,12,"Kaukolämpö,kaukolämpö",3h + kt + kh + s + 2xvh + parveke,True,"kirjokansi 4 a 37,, ,02100 espoo",True,11570.0,"798,57 € / kk",769500.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,10,,kirjokansi 4 a 37,02100,798.0
,2020.0,concrete,good,88.0,7/12,12,Kaukolämpö,kerrostalohuoneisto + 88 m² + 3h + kt + kh + s + wc + vh + parve,True,"kirjokansi 3 a 11,, ,02100 espoo",True,,"821,92 € / kk",712800.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,,,7,,kirjokansi 3 a 11,02100,821.0
Asunnossa on parveke,2021.0,concrete,good,52.0,7/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",3h + kt,True,"niittykummuntie 4 a 59,, ,02220",False,1920.0,"425,00 € / kk",301600.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,niittykummuntie 4 a 59,02220,425.0
Asunnossa on parveke,2021.0,concrete,good,34.5,7/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 58,, ,02220",False,1920.0,"277,88 € / kk",227010.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,niittykummuntie 4 a 58,02220,277.0
,,concrete,good,127.0,1/1,1,Vesikiertoinen lattialämmitys. Ilmavesilämpöpumppu,oh + k + rt + 4mh + s-os + kph + wc + vh + 2parveke + terassi + autoka,False,"taltrikinmäki 13 b3,, ,02780 espoo",True,,,685000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,,taltrikinmäki 13 b3,02780,
,1993.0,concrete,good,166.0,1/2,2,"Kaukolämpö,koneellinen poisto",4h + k + s + askarteluhuone + kodinhoitohuone,False,"nuottatie 2,, ,02230 espoo",True,3486.0,"597,60 € / kk",725000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,,,1,,nuottatie 2,02230,597.0
Asunnossa on parveke,2021.0,concrete,good,33.0,6/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 50,, ,02220",False,1920.0,"267,76 € / kk",211860.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,6,,niittykummuntie 4 a 50,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,33.0,6/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 51,, ,02220",False,1920.0,"267,76 € / kk",211860.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,6,,niittykummuntie 4 a 51,02220,267.0
