balcony,build_year,building_material,condition,floor_area,floor_info,floors,heating_type,house_info,lift,location,lot_owned,lot_size,maintenance,price,property_type,sauna,municipality,kitchen_type,balcony_type,floors_info,floor_num,park_space_type,address,postcode,Unit maintenance cost
Asunnossa on parveke,2020.0,concrete,good,40.5,5/5,5,Kaukolämpö,2h + kt + lasitettu parveke,True,"kirkkojärventie 10 b67,, ,02770",,,"249,48 € / kk",212486.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,kirkkojärventie 10 b67,02770,249.0
Asunnossa on parveke,2020.0,concrete,good,41.5,5/5,5,Kaukolämpö,2h + kt + lasitettu parveke,True,"kirkkojärventie 10 b68,, ,02770",,,"255,64 € / kk",213977.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,kirkkojärventie 10 b68,02770,255.0
,1964.0,concrete,mediocre,125.0,1/1,1,Suorasähkö,4h + k + s + 2 x wc + aputilat + autotalli,False,"hiirihaukankuja 9,, ,02620",True,7492.0,"135,00 € / kk",150000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,Garage,hiirihaukankuja 9,02620,135.0
Asunnossa on parveke,1985.0,concrete,good,77.0,1/2,2,Sähkölämmitys,3 h + k + s,False,"nihtisalontie 21,, ,02630 espoo",True,2794.0,"331,87 € / kk",279000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,nihtisalontie 21,02630,331.0
Asunnossa on parveke,2020.0,concrete,good,41.5,5/5,5,Kaukolämpö,2h + kt + lasitettu parveke,True,"kirkkojärventie 10 b70,, ,02770",,,"255,64 € / kk",213977.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,kirkkojärventie 10 b70,02770,255.0
Asunnossa on parveke,2021.0,concrete,good,68.5,5/8,8,,3h + kt + s,True,"koronakatu 1 a10,, ,02210",,,"440,46 € / kk",376897.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,koronakatu 1 a10,02210,440.0
Asunnossa on parveke,,concrete,good,66.5,4/7,7,Kaukolämpö,"3h + kt + vh - 66,5 m2",True,"magneettikatu 5 a14,, ,02330",True,1497.0,"452,20 € / kk",347375.0,apartment,,ESPOO,kitchenette,glassed-in balcony,,4,,magneettikatu 5 a14,02330,452.0
Asunnossa on parveke,2021.0,concrete,mediocre,115.0,1/1,1,"Vesi-ilmalämpöpumppu vesikiertoisella lattialämmityksellä, ilmalämpöpumppu ja LTO.",4-5h + k + kph + s + khh,False,"gräsanportti 5 a,, ,02200",True,,,645000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,gräsanportti 5 a,02200,
Asunnossa on parveke,2021.0,concrete,good,44.0,5/6,6,Kaukolämpö,2h + kt,True,"armas launiksen katu 14 a18,, ,02650",True,2352.0,"355,85 € / kk",253000.0,apartment,,ESPOO,kitchenette,glassed-in balcony,,5,,armas launiksen katu 14 a18,02650,355.0
Asunnossa on parveke,2021.0,concrete,good,30.5,6/6,6,Kaukolämpö,1h + kt,True,"armas launiksen katu 14 b50,, ,02650",True,2352.0,"275,15 € / kk",213500.0,apartment,,ESPOO,kitchenette,glassed-in balcony,,6,,armas launiksen katu 14 b50,02650,275.0
Asunnossa on parveke,1970.0,concrete,good,97.0,1/6,6,Kaukolämpö,4h + k + kph + erill.wc + khh + vh + las.parv,True,"soukankaari 1,, ,02360",True,,"339,48 € / kk",295000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,1,,soukankaari 1,02360,339.0
Asunnossa on parveke,2019.0,concrete,good,26.0,5/5,5,Kaukolämpö,1h + kt + kph + parveke,True,"eestinlaakso 11 b,, ,02280",True,4268.0,"186,76 € / kk",179900.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,eestinlaakso 11 b,02280,186.0
Asunnossa on parveke,2019.0,concrete,good,43.5,5/8,8,Kaukolämpö,1h + kt + alkovi + s,True,"kaarlo sarkian katu 12,, ,02600 espoo",False,,"171,83 € / kk",247000.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,kaarlo sarkian katu 12,02600,171.0
,1981.0,concrete,mediocre,114.5,1/2,2,Kaukolämpö,4 h + k + s + 2 x wc,False,"laurinlahdentie 7,, ,02320 espoo",True,3319.0,"423,65 € / kk",369000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,,,1,,laurinlahdentie 7,02320,423.0
Asunnossa on parveke,1980.0,concrete,mediocre,101.0,2/2,2,,4h + k + s + parveke + piha + varasto,False,"vuosikuja 3,, ,02200 espoo",True,3203.0,"353,50 € / kk",323000.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,,vuosikuja 3,02200,353.0
Asunnossa on parveke,2020.0,concrete,good,46.5,8/12,12,"Kaukolämpö,kaukolämpö",2h + kt + kh + parveke,True,"sammonsilta 5 a 50,, ,02100 espoo",True,,"392,46 € / kk",367350.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,8,,sammonsilta 5 a 50,02100,392.0
Asunnossa on parveke,2001.0,concrete,good,143.0,2/2,2,Kaukolämpö,6h + k + s,False,"kurkihirrentie 8,, ,02330 espoo",True,20382.0,"561,99 € / kk",474000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,,kurkihirrentie 8,02330,561.0
,2000.0,concrete,mediocre,242.0,1/2,2,Sähkölämmitys,8h + k + rt + s + khh + ak + var,False,"mustanlahdentie 18,, ,02780 espoo",True,3227.0,,765000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,,1,Carport,mustanlahdentie 18,02780,
Asunnossa on parveke,1987.0,concrete,good,69.5,3/5,5,,talvipuutarhatalossa 3h + k + kph + lasitettu parveke,True,"kalevanvainio 4,, ,02100",True,,"500,40 € / kk",339584.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,3,Garage,kalevanvainio 4,02100,500.0
Asunnossa on parveke,1978.0,concrete,good,56.0,2/4,4,Kaukolämpö,3h + k,True,"maapallonkatu 8,, ,02210 espoo",True,55512.0,"297,92 € / kk",199000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,2,,maapallonkatu 8,02210,297.0
,1977.0,concrete,mediocre,197.0,1/1,1,"Suora sähkölämmitys, ilmalämpöpumppu.",5h + k + rt + kph + saunaos. + 2 x wc + autotalli ja var,False,"lehti 4,, ,02130",True,,,549000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,Garage,lehti 4,02130,
,1985.0,concrete,good,78.0,1/1,1,Kaukolämpö,3h + k + s + kph,False,"sunanniitynkuja 1,, ,02760 espoo",True,2548.0,"334,91 € / kk",247000.0,row house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,,sunanniitynkuja 1,02760,334.0
,2012.0,concrete,good,119.0,1/1,1,"sähköpatterit, poistoilmalämpöpumppu ja kaksi ilmalämpöpumppua",4h + k + s + kph + wcx2 + khh + terassi + autotalli,False,"nihtirinteenkuja 5,, ,02630 espoo",True,,,515000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,Garage,nihtirinteenkuja 5,02630,
Asunnossa on parveke,1981.0,concrete,mediocre,102.5,4/5,5,Kaukolämpö,4h + k + kph + s + 2x wc + 2 x vh + lasit. p,True,"westendintie 48-50,, ,02160",True,51259.0,"381,10 € / kk",485000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,4,,westendintie 48-50,02160,381.0
Asunnossa on parveke,2020.0,concrete,mediocre,77.0,4/7,7,,3h + kt,True,"suvikummuntie 1 d 81,, ,02120",True,,"475,00 € / kk",544800.0,apartment,,ESPOO,kitchenette,glassed-in balcony,,4,,suvikummuntie 1 d 81,02120,475.0
Asunnossa on parveke,2021.0,concrete,good,68.5,4/6,6,Kaukolämpö,3h + kt,True,"armas launiksen katu 14 a10,, ,02650",True,2352.0,"480,31 € / kk",325375.0,apartment,,ESPOO,kitchenette,glassed-in balcony,,4,,armas launiksen katu 14 a10,02650,480.0
,2020.0,concrete,good,38.5,4/4,4,"Kaukolämpö,Kaukolämpö, Patteri",espoo puolarmetsä kt,True,"kuvastimentie 1,, ,02210",True,,"281,67 € / kk",199000.0,apartment,,ESPOO,kitchen,,,4,,kuvastimentie 1,02210,281.0
Asunnossa on parveke,1977.0,wood,good,90.5,4/4,4,Kaukolämpö,3-5 h + k + kp + wc + parveke,True,"törmäniityntie 15 a,, ,02710 espoo",True,8177.0,"389,15 € / kk",229000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchen,glassed-in balcony,,4,,törmäniityntie 15 a,02710,389.0
,2020.0,concrete,good,68.0,1/1,1,poistoilmalämpöpumppu/vesikiertoinen lattialämmitys,4h + avok + kph + s + vh,False,"lavaniitynkuja 6a,, ,02920",False,302.0,,248000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,,,1,,lavaniitynkuja 6a,02920,
,2020.0,concrete,good,68.0,1/1,1,poistoilmalämpöpumppu/vesikiertoinen lattialämmitys,4h + avok + kph + s + vh,False,"lavaniitynkuja 8a,, ,02920",False,332.0,,248000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,,,1,,lavaniitynkuja 8a,02920,
,2020.0,concrete,good,68.0,1/1,1,poistoilmalämpöpumppu/vesikiertoinen lattialämmitys,3h + avok + kph + s + vh,False,"lavaniitynkuja 8b,, ,02920",False,272.0,,248000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,,,1,,lavaniitynkuja 8b,02920,
,2014.0,concrete,good,144.0,1/1,1,"Maalämpö, vesikiertoinen lattialämmitys kaikissa tiloissa",3 mh + k + oh + arkioh + rt + s + 3 x kh + khh + terassipa,False,"kilonrinne 3 b 2,, ,02610 espoo",True,,,624000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,,3.0,1,,kilonrinne 3 b 2,02610,
Asunnossa on parveke,1972.0,concrete,good,76.5,1/3,3,Kaukolämpö,3h + k + kph + las.parv,False,"honkavaarankuja 1,, ,02710 espoo",True,17790.0,"330,99 € / kk",157000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,1,,honkavaarankuja 1,02710,330.0
Asunnossa on parveke,1968.0,concrete,good,88.0,2/3,3,Kaukolämpö,4h + k + kph / wc + erillinen wc,False,"karakalliontie 14,, ,02620",True,18664.0,"573,62 € / kk",229000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchen,glassed-in balcony,,2,,karakalliontie 14,02620,573.0
Asunnossa on parveke,2021.0,concrete,good,89.5,3/8,8,,4h + kt + s,True,"koronakatu 1 a5,, ,02210",,,"575,49 € / kk",469785.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,koronakatu 1 a5,02210,575.0
Asunnossa on parveke,2021.0,concrete,good,67.5,4/8,8,,3h + kt + s,True,"koronakatu 1 b24,, ,02210",,,"434,03 € / kk",375172.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,koronakatu 1 b24,02210,434.0
Asunnossa on parveke,2021.0,concrete,good,69.5,4/8,8,,3h + kt + s,True,"koronakatu 1 a9,, ,02210",,,"446,89 € / kk",403632.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,koronakatu 1 a9,02210,446.0
Asunnossa on parveke,1991.0,concrete,mediocre,203.0,3/3,3,Kaukolämpö,6-7h + k + 2 kph + s + wc + terassi + parveke + piha (yj.ssä 5h + ,False,"laurinlahdenkuja 16,, ,02320 espoo",True,4579.0,"862,75 € / kk",578000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,3,,laurinlahdenkuja 16,02320,862.0
,2006.0,wood,good,153.0,1/1,1,Sähkö,6h + k + kph + 2 + wc + s,False,"kalajärventie 31,, ,02970 espoo",True,,,468000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,,kalajärventie 31,02970,
Asunnossa on parveke,2001.0,concrete,mediocre,107.0,1/2,2,Sähkölämmitys,4h + k + kph + s + wc + vh + varasto (yhtiöjärj. mukaan 4h + k + s,False,"kappalaisenkuja 1,, ,02940 espoo",False,7495.0,"735,09 € / kk",267000.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,kappalaisenkuja 1,02940,735.0
,2013.0,concrete,good,193.0,1/1,1,Maalämpö,4-5h + avok + 2x kph + s + erill. wc + vh + arkioh + khh + ,False,"laudekuja 1 a,, ,02770",True,,,795000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,,1,,laudekuja 1 a,02770,
,1976.0,concrete,mediocre,120.0,1/1,1,Öljylämmitys,4h + k + khh + takkahuone + 2 xwc + kph + s + lasit. tera,False,"klovinportti 3,, ,02180 espoo",True,2468.0,"405,00 € / kk",326000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,Carport,klovinportti 3,02180,405.0
Asunnossa on parveke,1983.0,concrete,good,58.0,4/6,6,Kaukolämpö,2h + k + lasitettu parveke,True,"kaivomestarinkatu 5,, ,02770",True,32746.0,"320,37 € / kk",178000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchen,glassed-in balcony,,4,,kaivomestarinkatu 5,02770,320.0
Asunnossa on parveke,2016.0,concrete,good,39.0,3/14,14,Kaukolämpö,2h + avokeittiö + kph + eteinen + parveke,True,"piispansilta 21,, ,02230",True,,"144,30 € / kk",318000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchen,glassed-in balcony,,3,,piispansilta 21,02230,144.0
,,concrete,mediocre,162.0,1/1,1,Sähkölämmitys,7h + k + 2kph / wc + sauna + 2 veranta + autotalli / talous,False,"vanha muuralantie 31,, ,02770 espoo",True,,,575000.0,detached house,,ESPOO,kitchen,,2.0,1,Garage,vanha muuralantie 31,02770,
,1965.0,concrete,mediocre,52.5,5/6,6,Kaukolämpö,2h + k.,True,"hauenkalliontie 2,, ,02170 espoo",True,5309.0,"318,00 € / kk",244000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,,,5,,hauenkalliontie 2,02170,318.0
,,concrete,mediocre,150.0,1/1,1,"Öljylämmitys, vesikiertoinen lattialämmitys, vesikiertoiset patterit, sähköinen lattialämmitys,Kustannukset: Öljy 2000L 1820 €/vuosi",5-6h + k + 2 kph + s + khh + autotalli,False,"sotarovastintie 12,, ,00370",True,,,425000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,Garage,sotarovastintie 12,00370,
,2017.0,concrete,good,87.0,1/5,5,,4 h + k + kph + s + erillinen wc + vh + oma piha + autohallipaikka + var,True,"suurpellon puistokatu 8,, ,02250",True,,"339,30 € / kk",389000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,,5.0,1,Undercover parking,suurpellon puistokatu 8,02250,339.0
Asunnossa on parveke,2021.0,concrete,good,99.5,1/6,6,Kaukolämpö,3h + kt + 2xkh + parveke,True,"ruutikellarintie 8 b 52,, ,02650 espoo",True,4616.0,"815,98 € / kk",416200.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,1,,ruutikellarintie 8 b 52,02650,815.0
Asunnossa on parveke,1978.0,concrete,good,77.5,6/7,7,Maalämpö,oh + 2 mh + k + kph + vh + p. (yhtiöj. mukaan 3h + k),True,"kirstinmäki 17,, ,02760 espoo",True,67047.0,"306,13 € / kk",159000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,6,,kirstinmäki 17,02760,306.0
Asunnossa on parveke,,concrete,good,28.5,1/3,3,Kaukolämpö,1h + kh,True,"reviisorinkatu 8 c,, ,02770",False,,"348,18 € / kk",159000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,1,,reviisorinkatu 8 c,02770,348.0
Asunnossa on parveke,1992.0,concrete,good,74.0,2/2,2,"Kaukolämpö,vesikiertoinen patterilämmitys",3h + k + s + parveke,False,"ramsaynkuja 3,, ,02780 espoo",True,6844.0,"331,55 € / kk",219000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,,ramsaynkuja 3,02780,331.0
Asunnossa on parveke,2017.0,concrete,good,63.5,1/2,2,"Kaukolämpö,vesikeskuslämmitys",3h + k + kph + s + et + ter,False,"valkamanpelto 3,, ,02780 espoo",True,5639.0,"196,85 € / kk",275000.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,valkamanpelto 3,02780,196.0
Asunnossa on parveke,1988.0,concrete,mediocre,157.0,1/2,2,Kaukolämpö,4h + k + rt + s + khh + p,False,"soukanlahdentie 3,, ,02360 espoo",True,6319.0,"549,50 € / kk",530000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,soukanlahdentie 3,02360,549.0
Asunnossa on parveke,1978.0,concrete,mediocre,42.5,5/9,9,Kaukolämpö,2h + kk + lasitettu parveke,True,"länsituuli 8,, ,02100",True,1719.0,"225,25 € / kk",245000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,5,,länsituuli 8,02100,225.0
,2002.0,concrete,good,153.0,2/2,2,Sähkölämmitys,6 h + k + s,False,"arvelanaukio 4,, ,02770 espoo",True,1180.0,,570000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,,2,,arvelanaukio 4,02770,
Asunnossa on parveke,2002.0,concrete,good,218.0,1/3,3,suora sähkö,5-6h + k + s,False,"nuottalahdentie 26,, ,02230",True,2515.0,"218,00 € / kk",759000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,3.0,1,,nuottalahdentie 26,02230,218.0
Asunnossa on parveke,2021.0,concrete,mediocre,115.0,1/1,1,"Vesi-ilmalämpöpumppu vesikiertoisella lattialämmityksellä, ilmalämpöpumppu ja LTO.",4-5h + k + kph + s + khh,False,"gräsanportti 5 b,, ,02200",True,,,645000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,gräsanportti 5 b,02200,
Asunnossa on parveke,2021.0,concrete,mediocre,152.0,1/1,1,"Lämmitysjärjestelmänä vesikiertoinen lattialämmitys, lämmön lähteenä maalämpöpumppu. Jokaisella talolla oma maalämpökaivo ja -pumppu. Viilennys ilmalämpöpumpulla.",4 h + k + s,False,"westendintie 13a,, ,02160",True,1594.0,,1250000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,westendintie 13a,02160,
,2020.0,concrete,good,48.5,2/4,4,"Kaukolämpö,Kaukolämpö, Patteri",espoo puolarmetsä kt,True,"kuvastimentie 1,, ,02210",True,,"341,30 € / kk",228500.0,apartment,,ESPOO,kitchen,,,2,,kuvastimentie 1,02210,341.0
Asunnossa on parveke,2020.0,concrete,good,96.0,1/1,1,"poistoilmalämpöpumppu,vesikiertoinen lattialämmitys",4h + k + s + autokatos + terassi + varasto,False,"pikkunevantie 8a,, ,02920",True,,,459000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,Garage,pikkunevantie 8a,02920,
Asunnossa on parveke,1973.0,concrete,good,117.0,3/4,4,Kaukolämpö,5h + k,False,"länsiportti 1,, ,02210",True,4648.0,"456,30 € / kk",298000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,3,,länsiportti 1,02210,456.0
Asunnossa on parveke,1974.0,concrete,good,76.5,2/3,3,Kaukolämpö,3h + k + lasitettu parveke,False,"maininkitie 9,, ,02320",True,11344.0,"283,20 € / kk",172000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchen,glassed-in balcony,,2,,maininkitie 9,02320,283.0
,1993.0,concrete,good,187.0,1/1,1,"sähkökäyttöinen poistoilmalämpöpumppu/ ilmalämmitys, lattialämmitys, varaava takka",6 h + k + s + khh + s-os. + takkah. + uima-allas + autotal,False,"kuninkaistentie 2 a,, ,02610 espoo",True,,,589000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,3.0,1,Carport,kuninkaistentie 2 a,02610,
Asunnossa on parveke,2021.0,concrete,good,24.0,1/4,4,Kaukolämpö,1h + kt,True,"kavallinmäki 13 c 1,, ,02710 espoo",True,3293.0,"177,65 € / kk",159600.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,1,,kavallinmäki 13 c 1,02710,177.0
,1964.0,concrete,mediocre,132.0,1/1,1,,6h + k + kph + wc,False,"haltijatontuntie 21 a 1,, ,02200",True,,"440,00 € / kk",330000.0,terraced house,Taloyhtiössä on sauna,ESPOO,kitchen,,,1,,haltijatontuntie 21 a 1,02200,440.0
Asunnossa on parveke,2000.0,concrete,good,191.5,1/3,3,Kaukolämpö,5 h + k + takkahuone + harrastehuone + khh + s + kaksi,False,"soukan rantatie 25 j,, ,02360",True,18417.0,"709,35 € / kk",770000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,3.0,1,Carport,soukan rantatie 25 j,02360,709.0
Asunnossa on parveke,1971.0,concrete,mediocre,51.5,5/7,7,"Kaukolämpö,Ilmanvaihto: koneellinen",2 h + kk + kph + lasit.parveke,True,"soukanahde 8,, ,02360 espoo",True,34664.0,"277,10 € / kk",159000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,soukanahde 8,02360,277.0
Asunnossa on parveke,2015.0,concrete,good,48.5,3/5,5,,2h + kt + kph + las.p,True,"piispanpiha 3 ,, ,02200",True,,"130,95 € / kk",299000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,5.0,3,,piispanpiha 3 ,02200,130.0
Asunnossa on parveke,2009.0,concrete,good,55.0,4/8,8,,2h + kt + s,True,"adjutantinkatu 8 a 20,, ,02650",False,,"357,50 € / kk",249000.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,1.0,4,,adjutantinkatu 8 a 20,02650,357.0
Asunnossa on parveke,2021.0,concrete,good,30.5,7/7,7,Kaukolämpö,1h + kt + kph,True,"ruutikellarintie 8 a 42,, ,02650 espoo",True,4616.0,"344,51 € / kk",203400.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,ruutikellarintie 8 a 42,02650,344.0
Asunnossa on parveke,2021.0,concrete,good,44.0,4/7,7,Kaukolämpö,2h + kt + kh + s + parveke,True,"ruutikellarintie 8 a 24,, ,02650 espoo",True,4616.0,"447,85 € / kk",254100.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,ruutikellarintie 8 a 24,02650,447.0
,1976.0,concrete,good,120.0,1/1,1,Sähkölämmitys,5h + k + s + khh,False,"tallimestarintie 35,, ,02940 espoo",True,2316.0,"128,00 € / kk",369000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,,tallimestarintie 35,02940,128.0
Asunnossa on parveke,2009.0,concrete,good,104.0,3/3,3,Kaukolämpö,3h + kk + työtila + hh + s-os + khh,False,"nuottakuninkaantie 7 d,, ,02230",True,2079.0,"365,33 € / kk",525000.0,row house,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,nuottakuninkaantie 7 d,02230,365.0
Asunnossa on parveke,2020.0,concrete,good,33.0,16/16,16,Kaukolämpö,1h + kt,True,"niittytaival 5 a 116,, ,02200",True,3096.0,"267,00 € / kk",269000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,16,,niittytaival 5 a 116,02200,267.0
Asunnossa on parveke,1972.0,concrete,good,78.5,1/6,6,Kaukolämpö,3h + k + kph + parveke,True,"kirstinmäki 11,, ,02760 espoo",True,1708.0,"327,15 € / kk",148000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,1,,kirstinmäki 11,02760,327.0
Asunnossa on parveke,1988.0,concrete,mediocre,106.0,2/2,2,Suora sähkölämmitys,4h + k + takkah. + pesuhuone + sauna,False,"pitkäjärventie 85,, ,02730",True,2092.0,"474,51 € / kk",260000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,Carport,pitkäjärventie 85,02730,474.0
Asunnossa on parveke,2017.0,concrete,good,42.0,11/24,24,"Kaukolämpö,Koneellinen tulo/poistoilmanvaihto",2h + avok + kph + lasitettu parveke,True,"haukilahdenkatu 1,, ,02200 espoo",True,10535.0,"168,00 € / kk",299000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,11,,haukilahdenkatu 1,02200,168.0
,1958.0,concrete,good,172.0,1/1,1,"Ilmavesilämpöpumppu, sähkö, vesikiertoinen lattialämmitys (laajennusosa), vesikiertoiset patteri (vanha osa), lattialämmitys (sauna-os ja khh)",5-6h + k + et + s-os + kph / wc + wc + khh + kellari,False,"puintikuja 4,, ,02620",True,,,440000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,,puintikuja 4,02620,
Asunnossa on parveke,2022.0,concrete,good,69.0,1/2,2,,3h + k + s,False,"sokinsuontie 6 c 11,, ,02760",False,,"643,00 € / kk",277740.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,sokinsuontie 6 c 11,02760,643.0
Asunnossa on parveke,2022.0,concrete,good,55.0,1/2,2,,2h + k + s,False,"sokinsuontie 6 c 13,, ,02760",False,,"517,00 € / kk",233720.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,sokinsuontie 6 c 13,02760,517.0
